comment,title,product_id,verification_status,likes,created_at
"خب تا حالا که روی صندلی های زیادی نشستم اما خودتون هم بعضی وقت ها متوجه شدید که بعضی صندلی ها دلچسبه
اینم وقتی برا بار اول نشستم برام خوشایند بود",خوبه نشیمنگاهش 46 سانت ارتفاع داره و ارتفاع تکیه گاهش هم 76 سانت هست,818171,verified,0,2019-05-21 15:29:01
بسیار زیبا ست,زیبا ست,1166974,verified,0,2019-05-21 15:28:45
من این کالا رو چند وقته خریدم از نظر کیفیتی بسیار عالیه به علت داشتن جنس المینیومیش در برار حرارت وضربه مقاوم تره  روی خود پاور بانک یه کابل داره که خودش یه امتیاز مثبته  و داری ضخامت کیه و به راحتی قابل حمله,قابلیت شارژ معکوس,790701,verified,0,2019-05-21 15:28:07
عالیه به طور همزمان باتری پاور بانک و باتری دستگاه رو شارژ میکنه و چون باطریش از نوع پلیمر هست که در برابر انفجار و آتش سوزی کاملا مقاومه,طراحی شیک,790701,verified,0,2019-05-21 15:28:03
خیلی خوب واقعا می ارزه صداش خیلی خوبه پیشنهاد مسکنم بگیرین,کیفیت خوب,348741,verified,0,2019-05-21 15:27:56
کاملا متفاوته با تموم لیوانای دیگه. سبک ولی مقاوم.,عالی,318512,verified,0,2019-05-21 15:27:48
هنوز استفاده وکردم,برای هوای خنک عالیه,1005317,verified,0,2019-05-21 15:27:41
تفاوت این مدل(استاندارد ادیشن) با مدل معمولیش چیه؟؟؟,تفاوت,1518890,rejected,0,2019-05-21 15:27:26
برند اصلی,عالی,37288,verified,1,2019-05-21 15:26:45
خریذم جلب نظر خیلیها را کرده,من بجای کاغذ کادو استفاده کردم,906165,verified,0,2019-05-21 15:26:24
خوبه دیجی کالا به محصولات فروشندگان یه نظارت کنه . برای این کفش سه تا عکس وجود داره که اصلا مشخص نیست کفش چه مدلیه . نکته مهم برای خرید اینترنتی هم عکس محصول هست تا ادم بتونه تصمیم گیری کنه ‌. دوما اینکه عکس آخر و عکس اول هیچگونه مشابهتی ندارن و کاملا مدل کفش ها متفاوته !!!!,برای خرید نظری ندارم,1640371,rejected,0,2019-05-21 15:26:23
"سلام خدمت دوستان
بنده یکی از این ها با رنگ سفید خرید کردم واقعا طراحی زیبایی داره ولی یه چیز که خوب نیست اینکه قسمت جلویی گوشی رو خوب پوشش نمیده طوری که گلس گوش تو اولین و کوچک ترین ضربه خواهد شکست",بررسی قاب,1122584,verified,0,2019-05-21 15:26:14
تو جایی که من زندگی میکنم گیاه گزنه زیاده و وقتی شما اینو بو میکنید کاملا بوی این گیاهو میده و یکی از بزرگترین خوبیاشم اینه که ماندگاری بوش کمه و بعد از حمام کسی اذیت نمیشه در اخر این مارک با ساخت لوازم کاملا طبیعی معروف شده و با وجود فرانسوی بودنش تنها شصت تومان قیمت داره برخلاف شامپوهای ایرانی که ادعا کاملا گیاهی بودن میکنند و سه برابرش قیمت دارن,شامپو,83850,rejected,0,2019-05-21 15:25:57
با عرض سلام لطفا از طرح های جدید تولید کنید ودر مورد آنتن دهی بسیار خوب است در همه جای اطاق گیرندگی قویس با تشکر,طرح جدید,1066818,verified,0,2019-05-21 15:25:13
مصارف زیادی داره,بخرید,901178,verified,0,2019-05-21 15:24:37
اجاق گازخوبیه سه ماهه خریدمش برای تراس سرخ کردنیاروانجام میدم ازش راضیم باتوجه به قیمتی که داره عالیه پیشنهادمیکنم خریداری کنید,اجاق گاز,458793,verified,0,2019-05-21 15:24:30
من تو مغازه بوش کردم ولی چون خیلی گرون بود نخریدم 😢,عالی عالی,126806,rejected,0,2019-05-21 15:24:10
فاق کوتاه هست و برای کسانی که فاق بلند استفاده می کنند مناسب نیست,فاق کوتاه,1466167,verified,0,2019-05-21 15:23:57
سونی و دیگر هیچ,پخش کننده قوی,892044,verified,0,2019-05-21 15:23:43
پشیمون نیستم که خریدم,برای من که خیلی مصارف داره,903569,verified,0,2019-05-21 15:23:28
"خرید اینو اصلا توصیه نمی کنم. جنسش اصل نیست. فیکه. من همیشه اورال بی استفاده میکنم. به طور قطع میگم فیکه نخرید.
اصلا پاکنندگی نداره.
برید از داروخونه اصلشو بخرید .",صادق,74156,rejected,0,2019-05-21 15:23:25
دو بسته سفارش دادم‌ یکیش تاریخ امروز و تازه بود ولی اون یکی بسته مال دیروز بود و معلوم بود که اصلا تو شرایط خوب نگهداری نشده بود چون گوشت تیره و کبود رنگ شده بود در صورتی که اگه تو سرمای مناسب نگهداری میشد حتی با وجود گذشت یک روز اینطوری نمی شد.  واقعا از دیجی کالا انتظار نداشتم 😞😞,دیگه خرید نمیکنم,1606343,rejected,0,2019-05-21 15:23:06
ظاهر قشنگی داره ولی اصلا کیفیت نداره با اولین استفاده سری ها هرز میشین و دسته پیچ گوشتی هم آهنربای جدا شونده بدی داره,پیشنهاد نمیکنم,1128285,verified,0,2019-05-21 15:22:46
"چی فرض کردین مردمو؟؟؟؟
اینا توی بازار از قیمت حراجیه شما ارزونتره، قبل از حراجیم قیمتشون همین قیمت حراجی بود. مشتریهای سایتتونو نپرونید",قیمت کالا,503555,rejected,0,2019-05-21 15:22:38
"این وسیله در واقع هم گیره نگهدارنده است و هم بنوعی میز کاره, وسیله منحصر بفردیه در عین قدرت زیاد نگهداری وسیله کار بدلیل باز شدن فک گیره تا نزدیک یک متر میتونه وسایل کوچک تا بزرگ را به اون بست بطور مثال می تونه در یا دوچرخه رو نگه داره و بدلیل ساختاره جالبش ایستایی و تعادل خوبی داره , همینطور پایه های تاشو داره و در صورت عدم استفاده جای کمی اشغال میکنه.",وسیله کارامد,347000,verified,0,2019-05-21 15:22:35
عالی بهترین چادر مسافرتی,عالی خوب,777518,verified,0,2019-05-21 15:22:07
برای دخترا در تابستان واستخر فوق والعاده هست.,دختر خانمها بخرید,688148,verified,0,2019-05-21 15:21:48
من برای کاشت نشا میخواستم ولی انتظار داشتم یکم بزرگتر باشن. کار منو راه انداختن ولی به درد گیاهای یه ذره بزرگ یا حتی کاکتوس نمیخورن.,گلدان,1053511,verified,0,2019-05-21 15:20:58
"با سلام
من این شارژر رو برای پاوربانک 26800 میلی آمپر ساعت انکر سفارش دادم. این پاور بانک دو تا input داره و یا باید از دو شارژر و دو پریز جداگانه استفاده کرد یا اینکه از یک شارژر با دو خروجی بهره برد ‌؛ و چه انتخابی بهتر این مدل
من این شارژر رو به طور ویژه برای پاوربانک پیشنهاد می کنم.",شارژر انکر,301651,verified,0,2019-05-21 15:20:41
خیلی خوب بود رنگ زیبا فقط یکم جنس بدنش خوب نیست فقط یکم,خیلی خوبه,1542535,verified,0,2019-05-21 15:20:04
من که انجام دادم همه متوجه شدن یعنی برای هر کی انجام دادام,خیلی آسون متوجه میشن,856221,verified,0,2019-05-21 15:20:03
خط و خش زیاد داشت... تک رنگ قهوه ایش رو خریداری کردیم خوبه اما کیفیتش بالا نیست...کاش میشد بیشتر هزینه کنم و جنس بهتری سفارش بدم...,کیفیت ساخت پایین,1441077,verified,0,2019-05-21 15:19:45
پشیمون نمیشید,بخرید,1540321,verified,0,2019-05-21 15:19:36
جنسش خوبه مشایه خارجیش بالای۱۰۰تومنه,کیفتش خوبه,669939,rejected,0,2019-05-21 15:19:34
"جنس بدنه خوبه و اینکه زوم خیلی بالایی داره و تصویر عالی میشه گرفت
برای فواصل دور حتما از سه پایه استفاده بشه بهتره چون دست لرزش داره و نمیتونیم تصویر ثابت گرفت",عالی,1645269,verified,0,2019-05-21 15:19:34
سلام من پارسال از دیجی کالا خرید کردم بخاری خیلی خوبی داره ولی شب موقع خواب که همه جا ساکت هست صدای این بخاری آزار دهنده می‌شود اما چه از نظر کیفیت وچه از نظر کارایی هم کولر خوب وهم بخاری خوب در فضای نهایتا 20 متری دارد,سرمایشی گرمایشی فلر 200,224148,verified,0,2019-05-21 15:19:22
خیلی خوبه کاملا نیازتونو برطرف میکنه ولی بنظرم برای اریشگرا مناسب نیست چون وزن سنگینی داره و گرمادهیشم خوبه عالی نیس,سشوار,223873,verified,0,2019-05-21 15:19:04
دوستان توجه داشته باشید که فلزی نیست این اسپینر و پلاستیکی هست .جنس پلاستیکش مرغوب و منعطف هست خیلی خوش دست وقتی که با قدرت بهش ضربه بزنید دستتون اصلا درد نمیگیره ولی در مقابل خیلی زمان چرخش پایینی داره.,کیفیت متوسط,1015851,verified,0,2019-05-21 15:18:41
علی برای خرید جوان پسند,خوبه با صد تومن چی می تونی بخری غیر از این,390726,rejected,0,2019-05-21 15:18:30
"کیفیت خوبی داره،
یک نوع محافظت از کلید هم محسوب میشه.
در کل ارزش داره به نظرم.
نشانه های قفل و صندوق عقب و آرم ایرانخودرو هم با رنگ سفید چاپ شده روش و براحتی قابلیت دیدن رو داره.",پلاستیک نرم,512936,verified,0,2019-05-21 15:18:29
بخرید,عکسهای ریز ان برای روی ناخن عالیه,1540355,verified,0,2019-05-21 15:18:15
سلام برای این ترموستات میتونم  از آدابتور9v 200mA  استفاده کنم؟,استفاده از آدابتور 9v,644570,rejected,0,2019-05-21 15:18:13
"دوستان اگه دقت کنن سایزش نوشته شده و درسته که خیلی کوچیک هست اما برای کار هایی مثل چسبوندن به پیچ گوشتی یا انجام ازمایش کاملا مناسبه
برای ربایشش هم بگم که دوتاش رو دو طرف میز به قطر تقریبا 2 سانت گذاشتم و به راحتی همدیگرو جذب کردن",ربایش خوب,447262,verified,0,2019-05-21 15:17:43
پوست رو خوب تمیز میکنه و نرم میکنه بوی خاصی هم نداره,عالیه,208856,verified,0,2019-05-21 15:17:40
از هر نطر عالیه,عاااااالیه,807403,verified,0,2019-05-21 15:17:37
عالی  خیلی خوبه من که برای دوچرخه حرفی خریدم عالی بود,بسیار با ارزش,874280,verified,0,2019-05-21 15:17:35
افتضاحه و بسیار ضعیفه,کیفیت پایین,1060411,verified,0,2019-05-21 15:17:15
من هم از دیجی کالا نخریدن ولی خیلی خیلی خوبه رنگ ها شاد و خوبی داره و مخصوصا تیکه ای با حالت که تو آب داغ میندازه و منتظری که یه موجود خوشگل بیاد بیرون به نظر من عالیه,ENSYEH,537745,verified,1,2019-05-21 15:16:48
توصیه میکنم بخرید,بهتر از تتو دایم هست,943472,verified,0,2019-05-21 15:16:46
من این کالا رو خریدم و چند ماهه ازش دارم استفاده میکنم و بسیار راضیم به دلیل اینکه جنس بدنش المینیومه در برابر ضربه نسبت به بقیه پاور ها مقاوم تره ظاهر زیبایی داره و فست شارژه یکی از نقاط مثبت این پاور اینه که وقتی عملیات شارژ تکمیل میشه به صورت اتوماتیک اتصال قطع میشه  و همچنین به علت ضخامت کمی  که داره حملش راحت تره وبه راحتی در جیب جا میشه,جنس بدنش المینیومه که در برابر ضربه مقاوم تره,783158,verified,0,2019-05-21 15:16:15
من خریدم و خرابه...... ازم پس هم نمیگیرن.......,مبدل,565033,verified,0,2019-05-21 15:16:08
"کسانی که دنبال برق افتادن لاستیک هستند از این محصول راضی نخواهند بود. چونکه صرفا تمیز میکنه و حالتی مثل لاستیک نو پیدا میکنه. البته برای من که بیشتر دنبال تمیزی هستم تا برق افتادن، رضایت بخش بود.
متاسفانه مدلی که برای من ارسال شده پاشش خوبی نداره و نازلش خوب کار نمیکنه. اما محصول خوبیه.
قبلا از همین برند پاک کننده LCD خریده بودم و راضی بودم. این هم نظرمو جلب کرد.",تمیز کننده‌ی خوب,203193,verified,0,2019-05-21 15:15:51
من این قاب رو خریدم فوق العاده نازک و ضعیفه،در صورت وارد شدن کوچکترین ضربه ای به راحتی قاب میشکنه و ممکنه گوشی اسیب ببینه ،من مرجوع کردم،پیشنهاد میکنم هزینه ی بیشتری کنید و مدل دیگه خریداری کنید,قاب ضعیف,337127,verified,0,2019-05-21 15:15:26
با اینکه صفحه بزرگی داره روی مچ های ظریف هم زیباست و اصالت خودشو نشون میده,بسیار شیک,479381,verified,0,2019-05-21 15:15:22
الان حدود دو هفتس که دارم ازش استفاده میکنم. گوشیمو خب شارژ میکنه و تا حالا هیچ مشکلی نداشتم باهاش. نسبت به قیمتش واقعا میصرفه,شارژر همراه,351601,verified,0,2019-05-21 15:14:29
درکل گوشی قابل قبولیه,سلام من این گوشی رو 3هفتست از نمایندگی هواوی خریدمب نسبت قیمت گوشی قابل قبولی هستباتری موندگاری خوبی دارهدوربین هم خوبهمشکلش ازدید من نداشتن nfcهست,1507263,verified,1,2019-05-21 15:14:23
یبارم استفاده نکردم زبری داره گوش رو بشدت اذیت میکنه و کیفیتم نداره و صدای گوشی هاش برابر نیس ...,بدرد نخور,900019,verified,0,2019-05-21 15:14:04
عکس اول که مشخصه جی ۵ ۲۰۱۶ نیست,......,942683,rejected,0,2019-05-21 15:14:04
👍.,كيفيت معمولي مايل ب خوب,1286277,rejected,0,2019-05-21 15:13:51
"بنظرم فقط باید بعنوان موزن بینی وگوش استفاده کرد
از خط زن نباید استفاده کردچون واقعا کارایی نداره",راضیم,1461812,verified,0,2019-05-21 15:13:39
امروز تازه بدستم رسید لیوان محکمیه و خوش دسته. ولی یکدست سفیده و تهش رنگی نیست در کل خوبه,لیوان,394835,verified,0,2019-05-21 15:13:13
با عرض سلام و وقت بخیر، نسبت به قیمت بسیار ساعت خوب و عالی هستش و خرید این ساعت رو حتما پیشنهاد میکنم.,بسیار عالی,390726,verified,1,2019-05-21 15:13:10
کارایی بسیار ضعیف .,پیشنهاد نمیکنم,456520,verified,0,2019-05-21 15:12:57
با عرض سلام هر کس با این مشکل روبرو شد اگر وارد به باز کردن شارژر هستیدپایه های usb را یکبار دیگر مجددا لحیم کاری کرده ومشکل حل خواهد شد متشکرم,ایراد eror دادن یا 0000 نشان دادن و بوق زدن,132457,verified,0,2019-05-21 15:12:46
محشره!!!!حتما اینو بخرید,خرید این محصول را پیشنهاد میکنم,1010338,verified,0,2019-05-21 15:12:31
"سلام
بدنیست تازه زدم فعلا که راضیم",فعلا راضیم ۲هفتس زدم,584572,verified,0,2019-05-21 15:12:22
سلام عزیزان مودم بنده سرقت شده آیا راهی هست که بتونم پیداش کنم؟ یا غیر قابل استفاده بشه؟,ردیابی,63000,rejected,0,2019-05-21 15:12:17
"برای نیاز یک نفر یا دونفر و میکس های ورزشی و دم دستی خوبه
موتور خوبی هم داره",کیفیت خوب,797914,verified,0,2019-05-21 15:11:39
این گردو از نوع چرب هست و من پنج بار تا حالا سفارش دادم و همگی یکدست و تازه بودن هر بار، پوست گردو ها بسیار نازک هست، بصورتی که بعضی هاشون رو میشه حتی با فشار کم دست شکوند و بقیه رو هم میشه با زدن خود گردو ها به هم شکوند. طعم گردو ها هم به واسطه چرب بودنشون بسیار لذیذ هست و بیشترشون ته مزه شیرین دارن البته چند تاشون هم بودن که مقدار بسیار کمی به تلخی میزدن، من تو این چند بار که گرفتم شاید دو تا دونش خراب بوده باشه که اون هم پوستشون شکسته شده بوده و داخلش کرم گذاشته بود وگرنه بقیه همه سالم بودن.,کیفیت بسیار خوب,1464600,verified,1,2019-05-21 15:11:35
من مشکل ظاهری داشتم باهاش ولی خیلی خوب و کم صدا بود واقعا,خوب و کم صدا,1534554,verified,0,2019-05-21 15:11:32
نه طعم داره نه بو فقط رنگش شبیهه قهوه هست.,پیشنهاد نمیکنم,1567931,verified,0,2019-05-21 15:10:45
"سلام همه چی عالی
حتما پیشنهاد میکنم
فقط نسبت به پولی که میدی باید انتظار داشته باشی...
براتابستون عااااالیه",صددرصدپیشنهادمیکنم,808618,verified,0,2019-05-21 15:10:21
خوبه,پمپ اب کولر,1561105,verified,0,2019-05-21 15:09:51
"باسلام
بنده طبق خریدهای گذشته ، و آشناییتی که با این محصول دارم ، پس از دریافت کالا و بررسی آن ، فاقد لیبل ، سریال ، و حتی کشور سازنده میباشد و طبق کنجکاوی ، به نمایندگی مربوطه نشان داده شد و فیک بودن آن رو با محصول اصل مقایسه گردید.
محصول رو مرجوع نمودم
امیدوارم نظر بنده به اشتراک گذاشته شود",کالای غیر اصل ( فیک ),777687,rejected,0,2019-05-21 15:09:48
دوختش اصلا خوب نبود کاملا متفاوت با عکس بود کرپ حریر هم نیست ارزش قیمتش ۴۰ تومنه بعنوان یه بلیز دم دستی. از طرفی قدش هم کوتاه تر از اونیه که تو عکس نشون میده,پیشنهاد نمیکنم,1603722,rejected,0,2019-05-21 15:09:47
"من خواستم خرید کنم ولی تو توضیحات پایین محصول نوشته روغن معدنی در حالی که در مشخصات نوشته بود نیمه سنتتیک
معدنی به درد نمیخوره",روغن مگاترون,1539891,rejected,0,2019-05-21 15:09:19
من برای دفعه اول 2 عدد از این میوه سفارش دادم که یکیش کوچک بود و رسیده تر یکیش هم بالعکس ! این میوه خیلی  مقویه، مقدار آهن قابل توجهیم داره ولی خب بی مزه ست؛ بازهم این بی مزگیش با سس و عسل و .. از بین میره عکس میوه هایی مثل آووکادو و غیره !,بی مزه اما مقوی,955560,verified,0,2019-05-21 15:09:19
فقط خواستم بگم شما عطر فرانسوی نخریدید که میگید بو میده اسمش روشه کود هستن بعد از مخلوط کردن با خاک دیگه بو از بین می رود.,بو دادن,568685,verified,0,2019-05-21 15:08:49
این کفش شاید تو عکس مشخص نباشه ولی پاخور خیلی خوبی داره,کفش خوب و چرم مقاوم,406274,verified,0,2019-05-21 15:08:44
"کاش ضخیم تر بود که فصل های دیگه هم میپوشیدیم
فقط بدرد تابستون میخوره",عاالی پیشنهاد میکنم به بار بخرید پشیمون نمیشید,645830,verified,0,2019-05-21 15:07:59
"زیبا قیمت بالا
کیفیت بد رنگ دهی ۱ماه کمتر سر زانوش رفت",نبود کیفیت,1473340,verified,1,2019-05-21 15:07:44
"من‌یک‌هفته‌پیش‌این‌محصولو‌خریدم‌
تا‌نصب‌کردم‌یک‌هفته‌بعد‌آتیش‌گرفت‌و‌خونه‌ام‌همش‌سوخت",بد‌بد‌بد,1625846,rejected,0,2019-05-21 15:07:38
باسلام . متاسفانه محصول دریافتی  ،اون چیزی نبود که من مد نظرم بود ،قبل از انتخاب محصول من با دیجی کالا تماس گرفتم و تاکیدکردم کرم ضد آفتابی که من درخواست کردم حتما جلد مشکی باشه و ایشون اظهار بی اطلاعی کردن و گفتن نمی توانند کمکم  کنند,محصول دریافتی,544448,rejected,0,2019-05-21 15:07:35
واقن ادم باید بالای دو میلیون تومن برای گوشی چهار هسته ای پول بده چون سامسونگه؟ یا چون ۶ اینچ هستش؟ این گوشی پایین رده محسوب میشه چون از اسنپدراگون سری ۴۰۰ استفاده شده. با این پول یا حتی کمتر گوشیای بهتر و قوی تری توی برندای دیگه میشه پیدا کرد که ارزش خرید بالاتری دارن و میان رده هستن. مگه اینکه یه نفر اصرار داشته باشه سامسونگ بخره و یا گوشی بزرگ دوست داشته باشه. فقط پرچمدار های سامسونگ ( سری Note و S و بالا رده های سری A) خوب هستن و این گوشی با این قیمت ارزش خرید نداره. در ضمن صفحه نمایش شیش اینچ با کیفیت HD تراکم پیکسلی پایینی میده که زیاد جالب نیست.,پایین رده ی گرون قیمت,1133147,rejected,0,2019-05-21 15:07:26
بسیار بی کیفیت و بی دوام ساخته شده و تنها شباهتی که با عکسش داره استوانه ای شکل بودنشه.  واقعا نصف قیمتش میارزه.,بسیار بی کیفیت و متفاوت با عکس,545613,verified,0,2019-05-21 15:07:14
"گارد خوبیه به گوشی من که طلاییه که خیلی میاد به خاطر حاشیه طلایی رنگش
فقط ضخامت و وزنش زیاده و نسبت به کاور قبلیم کمتر فیت میشه
ولی در کل برای مهمونی و اینا مناسبه و میارزه البته من تو تخفیف 50 درصد خریدم
با توجه به اینکه لوازم جانبی htc تو ایران بد گیر میاد بهترین گزینس به نظرم",گارد ضخیم و زیبا,1433607,verified,0,2019-05-21 15:06:58
بنده هفت ماهی میشود که این محصول روخریدم وازاین محصول کاملاراضیم .بردنورعالی دارد درسته که نوشته شده بردنورش دومتره بله بنده کاملا تائیدمیکنم ولی نکتش اینجاست که به صورت نور کامل بردش دومتره ولی به صورت علامت برای وسیله عقبی یاجلویی بیشترازدومتر بردداره،قیمت باطری هاشم اگه ازدیجی کالابگیریدارزون تر میوفته براتون ینی نصف قیمت بازار تجربه کردم گرفتم که میگما،واینکه هراطلاعاتی که نوشته شده واقعاصحت داره ممنون ازدیجی کالای عزیز.,کارایی بهتر وعمرطولانی تراین کالا,753591,verified,0,2019-05-21 15:06:52
وقتی از هر طرف چهار میلی متر صفحه را پوشش نده ، چطور ممکنه محافظتی در کار باشه,کار محافظت را عملا انجام نمی‌دهد,1033816,verified,0,2019-05-21 15:06:49
سلام اصلا گلسی ک فرستادن برام اون چیزی ک من سفارش دادم نبود,گلس جام موبایل,842398,rejected,0,2019-05-21 15:06:36
جنسها اصل نیستن متاسفانه . های کپی هم نیستن . من از برند همیلتون و اپکسی خریدم راضی نبودم به لحاظ کیفیت بدنه .,مجبوریم فیک ها رو بخریم فعلا,980404,rejected,0,2019-05-21 15:06:03
سلام دوستانی که برا صحبت میخوان خوب نیس اما برای گوش دادن موسیقی خوبه نمیگم عالیه چون یکم یه کوچو صداش کمه اما نسبت به پولش عالیه,i7 mini,1443227,verified,0,2019-05-21 15:06:03
همه  چیزش عالیه,عالیه,733347,verified,0,2019-05-21 15:05:30
"چندبار  استفاده کنی باتری خالی میکنه.
گارانتی شرکت غیر پاسخگو و بی ادب . حتی بدون گارانتی هم کارتون رو راه نمیندازن و میگن مشکلی نداره",شرکت گارانتی کننده ی غیر پاسخگو,223680,rejected,0,2019-05-21 15:05:20
"تعداد را بیست و هشت عدد نوشته ، که بسیار کمتر بود
جنس بد و نازک داشت
سایز هم اشتباه بود",نازک ، بی کیفیت و تعداد کم,540960,verified,0,2019-05-21 15:04:55
نخرید‌به‌گران‌هست‌وهمخراب‌برای‌من‌دیرو‌ز‌اوردنش‌کپک‌زده‌بود‌و‌از‌دیجی‌کالا‌ناراضی‌هستم😡,کپک‌زدن,939231,rejected,0,2019-05-21 15:04:50
قلم بسیار خوبیه و روی s9plus خوب کار میکنه فقط کمی نوک قلم پهنه که برای طراحی و نوشتن میتونست از این بهتر باشه,قلم خوبیه,1506065,verified,0,2019-05-21 15:04:31
"سلام
خوبه من بهتون پیشنهادمیکنم ولی  بنظرم یه سایز بزرگتر بگیرید
براتابستون حرف نداره،خیلی خنکه",تیشرت تابستونی خنک,595285,verified,0,2019-05-21 15:04:09
"من به خاطر نقد خوبش خریدم.وقتی دستم رسید تو ذوقم خورد.
کیفیت پایین.بزرگ بودن .زود لک میافته.راحت سر نمیخوره.با این قیمت ارزش نداره.پر پر ۶۰ تومن میارزه",موس ونوس,1512949,rejected,0,2019-05-21 15:04:03
این پاور بانک با قابلیت فست شارژی که داره بین 5تا 6 ساعت زمان میبره و فول شارژ میشه من برای شارژ موبایل و تبلت و اپل واچ و دوربین دیجیتال ازش استفاده کردم که خوب جواب داد و جنس بدنه از آلمنیومی هست که تو مک بوک به کار رفته در کل از خریدش راضی ام,کیفیت خوب و جنس بدنه عالی,783158,verified,0,2019-05-21 15:03:59
"جنسش بد نیست ولی رنگش اون چیزی نیست که تو عکس هست ، خیلی بی روح هست
رنگ ارسالی هم با انتخاب من فرق داشت",رنگ ارسالی با انتخاب من متفاوت بود,1132823,verified,0,2019-05-21 15:03:59
همه چیزش عالیه,عالیه,386839,verified,0,2019-05-21 15:03:12
من دیروز به دستم رسید. اولین باری هستش که از کارواش خونگی استفاده میکنم ولی خیلی دستگاش پر صدا و قدرتش فکر نمیکنم بیشتر از۹۰بار باشه ولی روش نوشته۱۳۵که فکر نمیکنم باشه با اینکه اولین بار ازش استفاده کردم به نظرم خیلی ضعیف اومد خیلی از لک گل رو ماشین موند که با برس  و دستمال کشیدن تمیز کردم که  اگه قرار باشه همه کثیفیها رو با برس و دستمال کشیدن تمیز کنم خو بعدش هم یه شیلنگ اب میگیرم رو ماشین تمیز میشه دیگه... پس این به چه دردی میخوره... به نظرم دوستان اگه میخوان پولشون رو دور بریزن بگیرن من که میخوام به عنوان دست دوم بفروشم خیلی پشیمونم پولی که به زحمت به دست اوردم حرام شد خیلی ناراحتم....,با سلام و خسته نباشید به همه کارکنان دیجی. نارضایتی از خرید,401625,verified,0,2019-05-21 15:03:04
بعد از خرید متوجه شدم امکان استفاده همزمان از سیم کارت دوم و کارت حافظه وجود ندارد.,کارت حافظه,1623774,verified,2,2019-05-21 15:02:58
من این شارژر رو از ایران ابرار به عنوان شارژر اصلی خریداری کردم ولی این کالا غیر اصل و فیک میباشد .دوستم یه دونه شارژر از همینا خریده بود از فروشنده نوین موبایل که واقعا شارژر خوب و با کیفیتی بود و به راحتی میشد اصل بودنش رو تشخیص داد و گوشی من رو در عرض ۴۰ دقیقه فول شارژ کرد و یه باوربانک ۱۰۰۰۰ رو در عرض ۱/۵ ساعت منم فکر کردم که ایران ابرار همون شارژر رو به نصف قیمت میده که دیدم نه جنس قلابی میفروشه,غیر اصل بودن شارژر ایران ابرار,1566421,rejected,0,2019-05-21 15:02:51
ببخشید میشه یه شماره تماس بزارید ممنونم,تماس,512441,rejected,0,2019-05-21 15:02:47
کیفیت خوب تو آف خوبه بسته بندی اش خوب نبود,نبود بسته بندی خوب,205520,verified,0,2019-05-21 15:02:42
"با سلام
من این کفش را هفته پیش خرید زدم و امروز به دستم رسید
بعد از یک هفته معطل شدن بمحض اینکه جعبه را باز کردم دیدم شماره های کفشها یکسان نیست . یدونش شماره ۴۰ و یدونه دیگش شماره ۴۱ است
با دیجیکالا تماس گرفتن و  مشخص کردن که یک هفته طول میکشه تا مامور بیاد و کفش را تحویل بگیره و بعد از تحویل هم تا کفش به مرکز برسه و تحویل فروشنده بشه و کارهای اداریش بشه حدود ۱۰ روز طول میکشه تا پول به حسابم مسترد بشه یعنی عملا حدود ۲۰ روز فقط الکی سرکار رفتم
جالبیش اینجاست که اگه فروشنده دیجیکالا نباشه  فقط و فقط کالا مرجوع میشه و تعویض نمیشه
خلاصه اگه کسی برای مناسبت خاص و هدیه کالایی خرید میکنه  این احتمال را باید بده که سرش بی کلاه میمونه
موفق باشید",اگر وقت شما ارزش دارد خرید نکنید,492041,rejected,0,2019-05-21 15:01:45
تازه امروز به دستم رسید .خیلی بد بسته بندی کرده بودن که همین باعث شکسته شدن مجسمه ها شده بود من از دیجی کالا مطمئن بودم که سفارش دادم خواهشن یه فکری واسه نحوه ی ارسال اینجور سفارشاتی داشته باشید,مجسمه حروف,1006183,rejected,0,2019-05-21 15:01:16
عالیه بخر شک نکن عالیه,خیلی خوبه ارزشش قوف العادسه,278486,verified,0,2019-05-21 15:01:04
ازش راضیم ولی حال نمیکنم باهاش,آیفون,313420,rejected,0,2019-05-21 15:01:01
"دی جی کالا بسیار ضعیف عمل میکنه جدیدا
من با گارانتی مدیا سفارش دادم
اما با گارانتی دیگه ای برام آوردن",گارانتی متفرقه به من تحویل شده اما سفارش مدیا پردازش بوده,558310,rejected,0,2019-05-21 15:00:18
سلام ببخشید در رابطه با 4.5G تجمیع مخابراطی دقیقا کجای تنظیمات هستش؟,سلام ببخشید در رابطه با 4.5G تجمیع مخابراطی دقیقا کجای تنظیمات هستش؟,1607623,rejected,0,2019-05-21 15:00:02
نخرید دیجی کالا  ، دیجی قبلی نیست جنسهاش بی کیفیت شده,اگه پراید باکیفیت باشه و قیمتش هم مناسب  اینم مثل اونه  عزیزان اسباب بازی نخرید  مفتی پولوتون هدر ندیدن,728051,rejected,0,2019-05-21 14:59:49
خوشگله من دوسش دارم,خوشگله,1010616,verified,0,2019-05-21 14:59:43
